area_id,area_name,GRDP
11110,Jongno-gu,33780610
11140,Jung-gu,53823217
11170,Yongsan-gu,12695516
11200,Seongdong-gu,12167850
11215,Gwangjin-gu,6587069
11230,Dongdaemun-gu,7555543
11260,Jungnang-gu,4741739
11290,Seongbuk-gu,6141921
11305,Gangbuk-gu,3283572
11320,Dobong-gu,3404872
11350,Nowon-gu,6620672
11380,Eunpyeong-gu,4919715
11410,Seodaemun-gu,8652191
11440,Mapo-gu,19943128
11470,Yangcheon-gu,7125314
11500,Gangseo-gu,17458926
11530,Guro-gu,14090156
11545,Geumcheon-gu,17614623
11560,Yeongdeungpo-gu,36095497
11590,Dongjak-gu,6527100
11620,Gwanak-gu,5963769
11650,Seocho-gu,35570338
11680,Gangnam-gu,71852681
11710,Songpa-gu,29962528
11740,Gangdong-gu,9348668
26110,Jung-gu,3119522
26140,Seo-gu,2977265
26170,Dong-gu,4768625
26200,Yeongdo-gu,2731839
26230,Busanjin-gu,8886673
26260,Dongnae-gu,4097686
26290,Nam-gu,5649213
26320,Buk-gu,3116148
26350,Haeundae-gu,9503602
26380,Saha-gu,7190129
26410,Geumjeong-gu,4626781
26440,Gangseo-gu,14481984
26470,Yeonje-gu,6880899
26500,Suyeong-gu,2789695
26530,Sasang-gu,6567881
26710,Gijang-gun,5624192
27110,Jung-gu,5374655
27140,Dong-gu,7671520
27170,Seo-gu,3591916
27200,Nam-gu,3219019
27230,Buk-gu,10578872
27260,Suseong-gu,8134646
27290,Dalseo-gu,12090472
27710,Dalseong-gun,7433594
28110,Jung-gu,14798640
28140,Dong-gu,3470143
28177,Yeonsu-gu,7129517
28185,Namdong-gu,11861076
28200,Bupyeong-gu,16240920
28237,Gyeyang-gu,10352522
28245,Seo-gu,4913797
28260,Michuhol-gu,18842726
28710,Ganghwa-gun,1710277
28720,Ongjin-gun,720882
29110,Dong-gu,3650708
29140,Seo-gu,10587701
29155,Nam-gu,3302379
29170,Buk-gu,10459568
29200,Gwangsan_gu,13519198
30110,Dong-gu,3686416
30140,Jung-gu,5085859
30170,Seo-gu,12714786
30200,Yuseong-gu,14019944
30230,Daedeok-gu,7585213
31110,Jung-gu,4870330
31140,Nam-gu,28681406
31170,Dong-gu,8443353
31200,Buk-gu,13962650
31710,Ulju-gun,18696889
36110,Sejong_teugbyeoljachi-si,11855276
41110,Suwon-si,36621012
41130,Seongnam-si,44085982
41150,Uijeongbu-si,7473255
41170,Anyang-si,18953542
41190,Bucheon-si,17561534
41210,Gwangmyeong-si,7756108
41220,Pyeongtaek-si,32021073
41250,Dongducheon-si,1818825
41270,Ansan-si,25768170
41280,Goyang-si,21702354
41290,Gwacheon-si,4780609
41310,Guri-si,3598393
41360,Namyangju-si,11526940
41370,Osan-si,5720968
41390,Siheung-si,16198603
41410,Gunpo-si,7536001
41430,Uiwang-si,4025885
41450,Hanam-si,6919187
41460,Yongin-si,30181677
41480,Paju-si,20602333
41500,Icheon-si,21552715
41550,Anseong-si,9405296
41570,Gimpo-si,13970412
41590,Hwaseong-si,74532143
41610,Gwangju-si,9766402
41630,Yangju-si,6760601
41650,Pocheon-si,6872305
41670,Yeoju-si,4122573
41800,Yeoncheon-gun,1735036
41820,Gapyeong-gun,1814241
41830,Yangpyeong-gun,2029277
42110,Chuncheon-si,8072972
42130,Wonju-si,9665618
42150,Gangneung-si,5651552
42170,Donghae-si,3249883
42190,Taebaek-si,1107817
42210,Sokcho-si,1931948
42230,Samcheok-si,2605220
42720,Hongcheon-gun,2471133
42730,Hoengseong-gun,1730581
42750,Yeongwol-gun,1335637
42760,Pyeongchang-gun,1411244
42770,Jeongseon-gun,1381354
42780,Cheorwon-gun,1890783
42790,Hwacheon-gun,1418076
42800,Yanggu-gun,1017843
42810,Inje-gun,1615182
42820,Goseong-gun,1194471
42830,Yangyang-gun,1071329
43110,Chungju-si,34965677
43130,Jecheon-si,8091610
43150,Cheongju-si,3264433
43720,Boeun-gun,1110390
43730,Okcheon-gun,1484119
43740,Yeongdong-gun,1078785
43745,Jincheon-gun,1104417
43750,Goesan-gun,7614032
43760,Eumseong-gun,1377991
43770,Danyang-gun,8168872
43800,Jeungpyeong-gun,1159310
44130,Cheonan-si,24152775
44150,Gongju-si,3712791
44180,Boryeong-si,4234257
44200,Asan-si,28971663
44210,Seosan-si,18138852
44230,Nonsan-si,4080662
44250,Gyeryong-si,1507709
44270,Dangjin-si,11384432
44710,Geumsan-gun,2279225
44760,Buyeo-gun,1925260
44770,Seocheon-gun,2362739
44790,Cheongyang-gun,1188159
44800,Hongseong-gun,3349387
44810,Yesan-gun,3323778
44825,Taean-gun,2876636
45110,Jeonju-si,15790505
45130,Gunsan-si,9218503
45140,Iksan-si,7881218
45180,Jeongeup-si,3056405
45190,Namwon_si,1763497
45210,Gimje-si,2928412
45710,Wanju-gun,4829382
45720,Jinan-gun,626343
45730,Muju-gun,691337
45740,Jangsu-gun,526612
45750,Imsil-gun,744969
45770,Sunchang-gun,761156
45790,Gochang-gun,1697443
45800,Buan-gun,1481752
46110,Mokpo-si,4530502
46130,Yeosu-si,25870664
46150,Suncheon-si,6125012
46170,Naju-si,4903816
46230,Gwangyang-si,10060287
46710,Damyang-gun,1424619
46720,Gokseong-gun,998105
46730,Gurye-gun,575442
46770,Goheung-gun,1470217
46780,Boseong-gun,996309
46790,Hwasun-gun,1760151
46800,Jangheung-gun,1011194
46810,Gangjin-gun,892176
46820,Haenam-gun,2119933
46830,Yeongam-gun,3238786
46840,Muan-gun,3217377
46860,Hampyeong-gun,961784
46870,Yeonggwang-gun,1871035
46880,Jangseong-gun,1857218
46890,Wando-gun,1125739
46900,Jindo-gun,889973
46910,Sinan-gun,1047940
47110,Pohang-si,19296003
47130,Gyeongju-si,10550480
47150,Gimcheon-si,5457629
47170,Andong-si,5489203
47190,Gumi-si,28938854
47210,Yeongju-si,3104536
47230,Yeongcheon-si,3770337
47250,Sangju-si,2388160
47280,Mungyeong-si,1637905
47290,Gyeongsan-si,8594507
47720,Gunwi-gun,802975
47730,Uiseong-gun,1350418
47750,Cheongsong-gun,804201
47760,Yeongyang-gun,408518
47770,Yeongdeok-gun,849963
47820,Cheongdo-gun,1043216
47830,Goryeong-gun,1474060
47840,Seongju-gun,1778458
47850,Chilgok-gun,4275377
47900,Yecheon-gun,1163121
47920,Bonghwa-gun,1105448
47930,Uljin-gun,2222383
47940,Ulleung-gun,299708
48120,Jinju-si,39860038
48170,Tongyeong-si,8643663
48220,Sacheon-si,3096258
48240,Gimhae-si,4619158
48250,Miryang-si,16058319
48270,Geoje-si,3160717
48310,Yangsan-si,9535962
48330,Changwon-si,10952945
48720,Uiryeong-gun,955750
48730,Haman-gun,4003332
48740,Changnyeong-gun,2786570
48820,Goseong-gun,2249551
48840,Namhae-gun,1123864
48850,Hadong-gun,2141813
48860,Sancheong-gun,1056199
48870,Hamyang-gun,1051194
48880,Geochang-gun,1599712
48890,Hapcheon-gun,1125887
50110,Jeju-si,14859505
50130,Seogwipo-si,5449232
